Date,Sales,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
2015-05-21,72.332,5,21,3,21,0,169.54399999999998,3141.1995,121.646,893.09,540.2782142857141,897.6825333333333
2015-05-22,3862.098,5,22,4,21,0,72.332,69.908,72.65,152.916,101.86857142857116,870.3239333333332
2015-05-23,1304.956,5,23,5,21,1,3862.098,255.968,934.103,0.0,643.6099999999997,993.9633333333334
2015-05-24,610.3069999999999,5,24,6,21,1,1304.956,134.46800000000002,851.092,25.99,793.4654285714283,1037.4618666666668
2015-05-25,1739.418,5,25,0,22,0,610.3069999999999,10.86,834.874,920.946,861.4424285714283,1056.9391
2015-05-26,982.564,5,26,1,22,0,1739.418,0.0,897.322,2090.1055,1108.3792857142853,1084.2214999999999
2015-05-27,0.0,5,27,2,22,0,982.564,169.54399999999998,238.384,2719.59,1248.745571428571,1047.30345
2015-05-28,794.146,5,28,3,22,0,0.0,72.332,3141.1995,4044.3619999999996,1224.5249999999996,956.65045
2015-05-29,1204.842,5,29,4,22,0,794.146,3862.098,69.908,7.968,1327.6412857142855,848.3099166666667
2015-05-30,681.1,5,30,5,22,1,1204.842,1304.956,255.968,1571.695,948.0332857142854,888.2057166666667
2015-05-31,5178.138,5,31,6,22,1,681.1,610.3069999999999,134.46800000000002,295.272,858.9109999999998,858.5192166666667
2015-06-01,31.538,6,1,0,23,0,5178.138,1739.418,10.86,0.0,1511.4582857142855,1021.2814166666666
2015-06-02,2432.544,6,2,1,23,0,31.538,982.564,0.0,1969.267,1267.4754285714284,1022.3326833333333
2015-06-03,1555.244,6,3,2,23,0,2432.544,0.0,169.54399999999998,2974.058,1474.6154285714285,1037.77525
2015-06-04,140.004,6,4,3,23,0,1555.244,794.146,72.332,0.0,1696.7931428571426,990.48145
2015-06-05,0.0,6,5,4,23,0,140.004,1204.842,3862.098,1533.1979999999999,1603.3442857142854,995.1482500000001
2015-06-06,0.0,6,6,5,23,1,0.0,681.1,1304.956,121.646,1431.224,944.04165
2015-06-07,1379.812,6,7,6,23,1,0.0,5178.138,610.3069999999999,72.65,1333.9239999999998,939.9867833333334
2015-06-08,494.86920000000003,6,8,0,24,0,1379.812,31.538,1739.418,934.103,791.3059999999997,983.5588499999999
2015-06-09,1005.654,6,9,1,24,0,494.86920000000003,2432.544,982.564,851.092,857.4961714285712,968.9177233333334
2015-06-10,0.0,6,10,2,24,0,1005.654,1555.244,0.0,834.874,653.6547428571427,974.0697899999999
2015-06-11,11.481,6,11,3,24,0,0.0,140.004,794.146,897.322,431.4770285714284,946.2406566666666
2015-06-12,6061.502,6,12,4,24,0,11.481,0.0,1204.842,238.384,413.1165999999997,916.7126233333332
2015-06-13,1128.8980000000001,6,13,5,24,1,6061.502,0.0,681.1,3141.1995,1279.0454571428568,1110.8165566666669
2015-06-14,51.072,6,14,6,24,1,1128.8980000000001,1379.812,5178.138,69.908,1440.3165999999999,1043.73984
2015-06-15,734.144,6,15,0,25,0,51.072,494.86920000000003,31.538,255.968,1250.4965999999997,1043.1119733333333
2015-06-16,3443.904,6,16,1,25,0,734.144,1005.654,2432.544,134.46800000000002,1284.678714285714,1059.0511733333333
2015-06-17,0.0,6,17,2,25,0,3443.904,0.0,1555.244,10.86,1633.0001428571427,1169.3657066666667
2015-06-18,1883.087,6,18,3,25,0,0.0,11.481,140.004,0.0,1633.0001428571427,1169.0037066666666
2015-06-19,446.346,6,19,4,25,0,1883.087,6061.502,0.0,169.54399999999998,1900.3724285714284,1231.7732733333332
2015-06-20,829.544,6,20,5,25,1,446.346,1128.8980000000001,0.0,72.332,1098.2072857142853,1241.0000066666666
2015-06-21,107.976,6,21,6,25,1,829.544,51.072,1379.812,3862.098,1055.442428571428,1266.2404066666666
2015-06-22,2018.953,6,22,0,26,0,107.976,734.144,494.86920000000003,1304.956,1063.571571428571,1141.1030066666667
2015-06-23,836.958,6,23,1,26,0,2018.953,3443.904,1005.654,610.3069999999999,1247.115714285714,1164.9029066666667
2015-06-24,0.0,6,24,2,26,0,836.958,0.0,0.0,1739.418,874.6948571428567,1172.45794
2015-06-25,857.0799999999999,6,25,3,26,0,0.0,1883.087,11.481,982.564,874.6948571428567,1114.4773400000001
2015-06-26,1592.196,6,26,4,26,0,857.0799999999999,446.346,6061.502,0.0,728.122428571428,1110.2945399999999
2015-06-27,0.0,6,27,5,26,1,1592.196,829.544,1128.8980000000001,794.146,891.8152857142852,1163.3677400000001
2015-06-28,1386.466,6,28,6,26,1,0.0,107.976,51.072,1204.842,773.3089999999995,1136.8962066666668
2015-06-29,432.926,6,29,0,27,0,1386.466,2018.953,734.144,681.1,955.9504285714281,1142.95034
2015-06-30,0.0,6,30,1,27,0,432.926,836.958,3443.904,5178.138,729.3751428571425,1134.6778733333333
2015-07-01,0.0,7,1,2,27,0,0.0,0.0,0.0,31.538,609.809714285714,962.0732733333334
2015-07-02,324.10999999999996,7,2,3,27,0,0.0,857.0799999999999,1883.087,2432.544,609.809714285714,961.0220066666667
2015-07-03,807.5400000000001,7,3,4,27,0,324.10999999999996,1592.196,446.346,1555.244,533.6711428571424,890.7408733333333
2015-07-04,907.4359999999999,7,4,5,27,1,807.5400000000001,0.0,829.544,140.004,421.5774285714282,865.8174066666667
2015-07-05,305.622,7,5,6,27,1,907.4359999999999,1386.466,107.976,0.0,551.2111428571425,891.3984733333333
2015-07-06,59.768,7,6,0,28,0,305.622,432.926,2018.953,0.0,396.80485714285675,901.5858733333333
2015-07-07,0.0,7,7,1,28,0,59.768,0.0,836.958,1379.812,343.49657142857103,903.57814
2015-07-08,968.206,7,8,2,28,0,0.0,0.0,0.0,494.86920000000003,343.49657142857103,857.5844066666667
2015-07-09,2922.667,7,9,3,28,0,968.206,324.10999999999996,857.0799999999999,1005.654,481.8117142857139,873.3623
2015-07-10,0.0,7,10,4,28,0,2922.667,807.5400000000001,1592.196,0.0,853.0341428571426,937.2627333333334
2015-07-11,3073.073,7,11,5,28,1,0.0,907.4359999999999,0.0,11.481,737.6712857142853,937.2627333333334
2015-07-12,1338.298,7,12,6,28,1,3073.073,305.622,1386.466,6061.502,1047.0479999999995,1039.3158
2015-07-13,2033.256,7,13,0,29,0,1338.298,59.768,432.926,1128.8980000000001,1194.5731428571423,881.8756666666667
2015-07-14,860.9159999999999,7,14,1,29,0,2033.256,0.0,0.0,51.072,1476.4999999999995,912.0209333333333
2015-07-15,0.0,7,15,2,29,0,860.9159999999999,968.206,0.0,734.144,1599.4879999999996,939.0157333333334
2015-07-16,3029.386,7,16,3,29,0,0.0,2922.667,324.10999999999996,3443.904,1461.1728571428569,914.5442666666667
2015-07-17,448.082,7,17,4,29,0,3029.386,0.0,807.5400000000001,0.0,1476.418428571428,900.727
2015-07-18,672.418,7,18,5,29,1,448.082,3073.073,907.4359999999999,1883.087,1540.4301428571423,915.6630666666665
2015-07-19,2.025,7,19,6,29,1,672.418,1338.298,305.622,446.346,1197.4794285714281,875.3074333333333
2015-07-20,2693.168,7,20,0,30,0,2.025,2033.256,59.768,829.544,1006.5832857142852,860.4967333333334
2015-07-21,0.0,7,21,1,30,0,2693.168,860.9159999999999,0.0,107.976,1100.8564285714283,922.6175333333333
2015-07-22,0.0,7,22,2,30,0,0.0,0.0,968.206,2018.953,977.8684285714282,919.0183333333333
2015-07-23,208.272,7,23,3,30,0,0.0,3029.386,2922.667,836.958,977.8684285714282,851.7198999999999
2015-07-24,525.95,7,24,4,30,0,208.272,448.082,0.0,0.0,574.8521428571424,830.7637
2015-07-25,2395.024,7,25,5,30,1,525.95,672.418,3073.073,857.0799999999999,585.9761428571426,848.2953666666667
2015-07-26,969.225,7,26,6,30,1,2395.024,2.025,1338.298,1592.196,832.0627142857138,899.5601666666666
2015-07-27,29.97,7,27,0,31,0,969.225,2693.168,2033.256,0.0,970.2341428571425,878.7944666666666
2015-07-28,0.0,7,28,1,31,0,29.97,0.0,860.9159999999999,1386.466,589.7772857142853,879.7934666666666
2015-07-29,0.0,7,29,2,31,0,0.0,0.0,0.0,432.926,589.7772857142853,833.5779333333335
2015-07-30,443.802,7,30,3,31,0,0.0,208.272,3029.386,0.0,589.7772857142853,819.1470666666667
2015-07-31,3712.1620000000003,7,31,4,31,0,443.802,525.95,448.082,0.0,623.4244285714282,833.9404666666667
2015-08-01,0.0,8,1,5,31,1,3712.1620000000003,2395.024,672.418,324.10999999999996,1078.597571428571,957.6792
2015-08-02,129.09199999999998,8,2,6,31,1,0.0,969.225,2.025,807.5400000000001,736.4512857142853,946.8755333333335
2015-08-03,2563.296,8,3,0,32,0,129.09199999999998,29.97,2693.168,907.4359999999999,616.4322857142852,924.2606000000001
2015-08-04,0.0,8,4,1,32,0,2563.296,0.0,0.0,305.622,978.3359999999996,979.4559333333333
2015-08-05,3981.968,8,5,2,32,0,0.0,0.0,0.0,59.768,978.3359999999996,969.2685333333334
2015-08-06,1083.112,8,6,3,32,0,3981.968,443.802,208.272,0.0,1547.1885714285709,1100.0085333333334
2015-08-07,21.12,8,7,4,32,0,1083.112,3712.1620000000003,525.95,968.206,1638.518571428571,1136.1122666666668
2015-08-08,840.102,8,8,5,32,1,21.12,0.0,2395.024,2922.667,1111.2268571428565,1104.5427333333332
2015-08-09,89.64,8,9,6,32,1,840.102,129.09199999999998,969.225,0.0,1231.241428571428,1035.1239
2015-08-10,222.12,8,10,0,33,0,89.64,2563.296,29.97,3073.073,1225.6054285714279,1038.1119
2015-08-11,12196.997,8,11,1,33,0,222.12,0.0,0.0,1338.298,891.1517142857138,943.0801333333334
2015-08-12,2672.728,8,12,2,33,0,12196.997,3981.968,0.0,2033.256,2633.5798571428563,1305.0367666666668
2015-08-13,586.896,8,13,3,33,0,2672.728,1083.112,443.802,860.9159999999999,2446.545571428571,1326.3525
2015-08-14,0.0,8,14,4,33,0,586.896,21.12,3712.1620000000003,0.0,2375.657571428571,1317.2185
2015-08-15,497.59000000000003,8,15,5,33,1,0.0,840.102,0.0,3029.386,2372.640428571428,1317.2185
2015-08-16,3378.9320000000002,8,16,6,33,1,497.59000000000003,89.64,129.09199999999998,448.082,2323.7101428571423,1232.8253
2015-08-17,381.64,8,17,0,34,0,3378.9320000000002,222.12,2563.296,672.418,2793.6089999999995,1330.5203000000001
2015-08-18,0.0,8,18,1,34,0,381.64,12196.997,0.0,2.025,2816.397571428571,1320.8277000000003
2015-08-19,0.0,8,19,2,34,0,0.0,2672.728,3981.968,2693.168,1073.9694285714281,1320.7602000000002
2015-08-20,0.0,8,20,3,34,0,0.0,586.896,1083.112,0.0,692.1511428571423,1230.9879333333333
2015-08-21,2827.52,8,21,4,34,0,0.0,0.0,21.12,0.0,608.3088571428567,1230.9879333333333
2015-08-22,66.632,8,22,5,34,1,2827.52,497.59000000000003,840.102,208.272,1012.2402857142853,1325.2386
2015-08-23,1202.278,8,23,6,34,1,66.632,3378.9320000000002,89.64,525.95,950.6748571428567,1320.5172666666665
2015-08-24,7194.775,8,24,0,35,0,1202.278,381.64,222.12,2395.024,639.7242857142852,1343.0615333333335
2015-08-25,178.52599999999998,8,25,1,35,0,7194.775,0.0,12196.997,969.225,1613.029285714285,1503.053233333333
2015-08-26,0.0,8,26,2,35,0,178.52599999999998,0.0,2672.728,29.97,1638.5329999999994,1476.6966
2015-08-27,639.9739999999999,8,27,3,35,0,0.0,0.0,586.896,0.0,1638.5329999999994,1475.6976
2015-08-28,6491.293000000001,8,28,4,35,0,639.9739999999999,2827.52,0.0,0.0,1729.9578571428563,1497.0300666666665
2015-08-29,246.5,8,29,5,35,1,6491.293000000001,66.632,497.59000000000003,443.802,2253.3539999999994,1713.4065
2015-08-30,0.0,8,30,6,35,1,246.5,1202.278,3378.9320000000002,3712.1620000000003,2279.049428571428,1706.8297666666667
2015-08-31,2601.797,8,31,0,36,0,0.0,7194.775,381.64,0.0,2107.295428571428,1583.0910333333334
2015-09-01,364.07,9,1,1,36,0,2601.797,178.52599999999998,0.0,129.09199999999998,1451.1557142857139,1669.8175999999999
2015-09-02,785.5519999999999,9,2,2,36,0,364.07,0.0,0.0,2563.296,1477.6619999999996,1677.6502
2015-09-03,478.008,9,3,3,36,0,785.5519999999999,639.9739999999999,0.0,0.0,1589.883714285714,1618.3920666666668
2015-09-04,757.992,9,4,4,36,0,478.008,6491.293000000001,2827.52,3981.968,1566.745714285714,1634.3256666666666
2015-09-05,48.81,9,5,5,36,1,757.992,246.5,66.632,1083.112,747.7027142857138,1526.8598
2015-09-06,797.116,9,6,6,36,1,48.81,0.0,1202.278,21.12,719.4612857142853,1492.3830666666665
2015-09-07,1587.114,9,7,0,37,0,797.116,2601.797,7194.775,840.102,833.3349999999994,1518.2496
2015-09-08,4878.392,9,8,1,37,0,1587.114,364.07,178.52599999999998,89.64,688.3802857142853,1543.15
2015-09-09,0.0,9,9,2,37,0,4878.392,785.5519999999999,0.0,222.12,1333.2834285714282,1702.7750666666664
2015-09-10,2133.5350000000003,9,10,3,37,0,0.0,478.008,639.9739999999999,12196.997,1221.0617142857138,1695.3710666666666
2015-09-11,4620.292,9,11,4,37,0,2133.5350000000003,757.992,6491.293000000001,2672.728,1457.565571428571,1359.9223333333332
2015-09-12,34.02,9,12,5,37,1,4620.292,48.81,246.5,586.896,2009.3227142857138,1424.8411333333336
2015-09-13,3445.772,9,13,6,37,1,34.02,797.116,0.0,0.0,2007.2098571428567,1406.4119333333333
2015-09-14,3262.42,9,14,0,38,0,3445.772,1587.114,2601.797,497.59000000000003,2385.5892857142853,1521.2710000000002
2015-09-15,2535.85,9,15,1,38,0,3262.42,4878.392,364.07,3378.9320000000002,2624.918714285714,1613.432
2015-09-16,31.12,9,16,2,38,0,2535.85,0.0,785.5519999999999,381.64,2290.269857142857,1585.3292666666666
2015-09-17,11525.006,9,17,3,38,0,31.12,2133.5350000000003,478.008,0.0,2294.7155714285714,1573.6452666666667
2015-09-18,3924.32,9,18,4,38,0,11525.006,4620.292,757.992,0.0,3636.354285714285,1957.8121333333333
2015-09-19,500.38,9,19,5,38,1,3924.32,34.02,48.81,0.0,3536.929714285714,2088.6228
2015-09-20,1836.052,9,20,6,38,1,500.38,3445.772,797.116,2827.52,3603.552571428571,2105.302133333333
2015-09-21,6982.058,9,21,0,39,0,1836.052,3262.42,1587.114,66.632,3373.5925714285704,2072.2532
2015-09-22,1783.504,9,22,1,39,0,6982.058,2535.85,4878.392,1202.278,3904.969428571428,2302.7673999999997
2015-09-23,0.0,9,23,2,39,0,1783.504,31.12,0.0,7194.775,3797.491428571428,2322.1416
2015-09-24,4220.594,9,24,3,39,0,0.0,11525.006,2133.5350000000003,178.52599999999998,3793.0457142857135,2082.315766666667
2015-09-25,3033.757,9,25,4,39,0,4220.594,3924.32,4620.292,0.0,2749.558285714285,2217.0513666666666
2015-09-26,3722.273,9,26,5,39,1,3033.757,500.38,34.02,639.9739999999999,2622.3349999999996,2318.1766
2015-09-27,2382.958,9,27,6,39,1,3722.273,1836.052,3445.772,6491.293000000001,3082.6054285714276,2420.9199
2015-09-28,1058.364,9,28,0,40,0,2382.958,6982.058,3262.42,246.5,3160.7348571428565,2283.9754000000003
2015-09-29,0.0,9,29,1,40,0,1058.364,1783.504,2535.85,0.0,2314.492857142857,2311.0375333333336
2015-09-30,0.0,9,30,2,40,0,0.0,0.0,31.12,2601.797,2059.706571428571,2311.0375333333336
2015-10-01,1018.104,10,1,3,40,0,0.0,4220.594,11525.006,364.07,2059.706571428571,2224.3109666666664
2015-10-02,77.24,10,2,4,40,0,1018.104,3033.757,3924.32,785.5519999999999,1602.2079999999994,2246.1121
2015-10-03,90.93199999999999,10,3,5,40,1,77.24,3722.273,500.38,478.008,1179.848428571428,2222.5017
2015-10-04,169.54199999999997,10,4,6,40,1,90.93199999999999,2382.958,1836.052,757.992,661.085428571428,2209.5991666666664
2015-10-05,154.442,10,5,0,41,0,169.54199999999997,1058.364,6982.058,48.81,344.88314285714233,2189.9841666666666
2015-10-06,0.0,10,6,1,41,0,154.442,0.0,1783.504,797.116,215.75142857142805,2193.5052333333338
2015-10-07,43.286,10,7,2,41,0,0.0,0.0,0.0,1587.114,215.75142857142805,2166.9347
2015-10-08,851.4739999999999,10,8,3,41,0,43.286,1018.104,4220.594,4878.392,221.93514285714235,2115.4737666666665
2015-10-09,1415.7259999999999,10,9,4,41,0,851.4739999999999,77.24,3033.757,0.0,198.13085714285663,1981.2431666666666
2015-10-10,2248.194,10,10,5,41,1,1415.7259999999999,90.93199999999999,3722.273,2133.5350000000003,389.34314285714237,2028.4340333333334
2015-10-11,3536.904,10,11,6,41,1,2248.194,169.54199999999997,2382.958,4620.292,697.523428571428,2032.256
2015-10-12,3080.38,10,12,0,42,0,3536.904,154.442,1058.364,34.02,1178.5751428571423,1996.1430666666668
2015-10-13,371.65999999999997,10,13,1,42,0,3080.38,0.0,0.0,3445.772,1596.5662857142852,2097.6884
2015-10-14,0.0,10,14,2,42,0,371.65999999999997,43.286,0.0,3262.42,1649.6605714285708,1995.218
2015-10-15,3219.5539999999996,10,15,3,42,0,0.0,851.4739999999999,1018.104,2535.85,1643.4768571428565,1886.4706666666668
2015-10-16,824.97,10,16,4,42,0,3219.5539999999996,1415.7259999999999,77.24,31.12,1981.7739999999992,1909.2608
2015-10-17,77.88,10,17,5,42,1,824.97,2248.194,90.93199999999999,11525.006,1897.3802857142853,1935.7224666666666
2015-10-18,378.494,10,18,6,42,1,77.88,3536.904,169.54199999999997,3924.32,1587.335428571428,1554.1516
2015-10-19,2135.09,10,19,0,43,0,378.494,3080.38,154.442,500.38,1136.1339999999996,1435.9573999999998
2015-10-20,720.086,10,20,1,43,0,2135.09,371.65999999999997,0.0,1836.052,1001.0925714285707,1490.4477333333334
2015-10-21,0.0,10,21,2,43,0,720.086,0.0,43.286,6982.058,1050.8677142857136,1453.2488666666666
2015-10-22,15.128,10,22,3,43,0,0.0,3219.5539999999996,851.4739999999999,1783.504,1050.8677142857136,1220.5136
2015-10-23,2262.296,10,23,4,43,0,15.128,824.97,1415.7259999999999,0.0,593.092571428571,1161.5677333333333
2015-10-24,831.145,10,24,5,43,1,2262.296,77.88,2248.194,4220.594,798.4248571428567,1236.9776
2015-10-25,1425.412,10,25,6,43,1,831.145,378.494,3536.904,3033.757,906.0341428571422,1123.9959666666666
2015-10-26,1395.333,10,26,0,44,0,1425.412,2135.09,3080.38,3722.273,1055.5938571428567,1070.3844666666666
2015-10-27,0.0,10,27,1,44,0,1395.333,720.086,371.65999999999997,2382.958,949.9142857142851,992.8198
2015-10-28,104.51,10,28,2,44,0,0.0,0.0,0.0,1058.364,847.0448571428566,913.3878666666667
2015-10-29,244.24,10,29,3,44,0,104.51,15.128,3219.5539999999996,0.0,861.9748571428565,881.5927333333333
2015-10-30,2122.044,10,30,4,44,0,244.24,2262.296,824.97,0.0,894.7051428571423,889.7340666666666
2015-10-31,3211.009,10,31,5,44,1,2122.044,831.145,77.88,1018.104,874.6691428571422,960.4688666666666
2015-11-01,0.0,11,1,6,44,1,3211.009,1425.412,378.494,77.24,1214.6497142857136,1033.5656999999999
2015-11-02,0.0,11,2,0,45,0,0.0,1395.333,2135.09,90.93199999999999,1011.0194285714281,1030.9910333333332
2015-11-03,0.0,11,3,1,45,0,0.0,0.0,720.086,169.54199999999997,811.6861428571423,1027.9599666666666
2015-11-04,1328.346,11,4,2,45,0,0.0,104.51,0.0,154.442,811.6861428571423,1022.3085666666666
2015-11-05,191.968,11,5,3,45,0,1328.346,244.24,15.128,0.0,986.5198571428565,1061.4387
2015-11-06,3373.564,11,6,4,45,0,191.968,2122.044,2262.296,43.286,979.052428571428,1067.8376333333333
2015-11-07,1941.952,11,7,5,45,1,3373.564,3211.009,831.145,851.4739999999999,1157.8409999999992,1178.8469
2015-11-08,196.112,11,8,6,45,1,1941.952,0.0,1425.412,1415.7259999999999,976.5471428571421,1215.1961666666664
2015-11-09,1962.1299999999999,11,9,0,46,0,196.112,0.0,1395.333,2248.194,1004.5631428571422,1174.5423666666663
2015-11-10,1011.8955000000001,11,10,1,46,0,1962.1299999999999,0.0,0.0,3536.904,1284.867428571428,1165.0069
2015-11-11,542.178,11,11,2,46,0,1011.8955000000001,1328.346,104.51,3080.38,1429.423928571428,1080.83995
2015-11-12,1590.894,11,12,3,46,0,542.178,191.968,244.24,371.65999999999997,1317.1142142857136,996.2332166666667
2015-11-13,3591.0771999999997,11,13,4,46,0,1590.894,3373.564,2122.044,0.0,1516.960785714285,1036.87435
2015-11-14,2512.71,11,14,5,46,1,3591.0771999999997,1941.952,3211.009,3219.5539999999996,1548.0340999999994,1156.5769233333333
2015-11-15,702.17,11,15,6,46,1,2512.71,196.112,0.0,824.97,1629.5709571428565,1133.0154566666668
2015-11-16,4072.334,11,16,0,47,0,702.17,1962.1299999999999,0.0,77.88,1701.8649571428564,1128.9221233333333
2015-11-17,3885.9860000000003,11,17,1,47,0,4072.334,1011.8955000000001,0.0,378.494,2003.3226714285709,1262.07059
2015-11-18,0.0,11,18,2,47,0,3885.9860000000003,542.178,1328.346,2135.09,2413.9070285714283,1378.9869899999999
2015-11-19,1040.784,11,19,3,47,0,0.0,1590.894,191.968,720.086,2336.453028571428,1307.8173233333332
2015-11-20,2861.15,11,20,4,47,0,1040.784,3591.0771999999997,3373.564,0.0,2257.865885714285,1318.5072566666665
2015-11-21,3613.5748000000003,11,21,5,47,1,2861.15,2512.71,1941.952,15.128,2153.590571428571,1413.8789233333332
2015-11-22,614.499,11,22,6,47,1,3613.5748000000003,702.17,196.112,2262.296,2310.856971428571,1533.82715
2015-11-23,3450.1879999999996,11,23,0,48,0,614.499,4072.334,1962.1299999999999,831.145,2298.3325428571425,1478.900583333333
2015-11-24,1218.7640000000001,11,24,1,48,0,3450.1879999999996,3885.9860000000003,1011.8955000000001,1425.412,2209.4545428571423,1566.2020166666666
2015-11-25,13.12,11,25,2,48,0,1218.7640000000001,0.0,542.178,1395.333,1828.4228285714282,1559.31375
2015-11-26,1484.0819999999999,11,26,3,48,0,13.12,1040.784,1590.894,0.0,1830.2971142857136,1513.2399833333332
2015-11-27,3109.7835,11,27,4,48,0,1484.0819999999999,2861.15,3591.0771999999997,104.51,1893.6253999999994,1562.7093833333333
2015-11-28,1864.482,11,28,5,48,1,3109.7835,3613.5748000000003,2512.71,244.24,1929.144471428571,1662.8851666666665
2015-11-29,2760.168,11,29,6,48,1,1864.482,614.499,702.17,2122.044,1679.2740714285708,1716.8932333333332
2015-11-30,1798.397,11,30,0,49,0,2760.168,3450.1879999999996,4072.334,3211.009,1985.7982142857138,1738.1640333333332
2015-12-01,854.614,12,1,1,49,0,1798.397,1218.7640000000001,3885.9860000000003,0.0,1749.8280714285709,1691.0769666666667
2015-12-02,0.0,12,2,2,49,0,854.614,13.12,0.0,0.0,1697.8066428571424,1719.5640999999998
2015-12-03,51.016000000000005,12,3,3,49,0,0.0,1484.0819999999999,1040.784,0.0,1695.9323571428565,1719.5640999999998
2015-12-04,40.74,12,4,4,49,0,51.016000000000005,3109.7835,2861.15,1328.346,1491.2086428571422,1721.2646333333332
2015-12-05,1060.35,12,5,5,49,1,40.74,1864.482,3613.5748000000003,191.968,1052.7738571428567,1678.3444333333332
2015-12-06,174.476,12,6,6,49,1,1060.35,2760.168,614.499,3373.564,937.8978571428567,1707.2904999999998
2015-12-07,2052.567,12,7,0,50,0,174.476,1798.397,3450.1879999999996,1941.952,568.5132857142852,1600.6542333333334
2015-12-08,0.0,12,8,1,50,0,2052.567,854.614,1218.7640000000001,196.112,604.8232857142851,1604.3414000000002
2015-12-09,707.824,12,9,2,50,0,0.0,0.0,13.12,1962.1299999999999,482.7355714285709,1597.8043333333335
2015-12-10,2390.758,12,10,3,50,0,707.824,51.016000000000005,1484.0819999999999,1011.8955000000001,583.8532857142852,1555.9941333333334
2015-12-11,1127.992,12,11,4,50,0,2390.758,40.74,3109.7835,542.178,918.1021428571423,1601.9562166666665
2015-12-12,1448.854,12,12,5,50,1,1127.992,1060.35,1864.482,1590.894,1073.4238571428566,1621.48335
2015-12-13,1023.386,12,13,6,50,1,1448.854,174.476,2760.168,3591.0771999999997,1128.924428571428,1616.7486833333335
2015-12-14,858.304,12,14,0,51,0,1023.386,2052.567,1798.397,2512.71,1250.197285714285,1531.1589766666666
2015-12-15,5494.796,12,15,1,51,0,858.304,0.0,854.614,702.17,1079.5882857142851,1476.01211
2015-12-16,4.98,12,16,2,51,0,5494.796,707.824,0.0,4072.334,1864.5591428571424,1635.76631
2015-12-17,1918.492,12,17,3,51,0,4.98,2390.758,51.016000000000005,3885.9860000000003,1764.1528571428566,1500.1878433333334
2015-12-18,935.288,12,18,4,51,0,1918.492,1127.992,40.74,0.0,1696.6862857142853,1434.60471
2015-12-19,6120.656,12,19,5,51,1,935.288,1448.854,1060.35,1040.784,1669.1571428571422,1465.7809766666667
2015-12-20,1107.464,12,20,6,51,1,6120.656,1023.386,174.476,2861.15,2336.557428571428,1635.1100433333336
2015-12-21,3257.7599999999998,12,21,0,52,0,1107.464,858.304,2052.567,3613.5748000000003,2348.568571428571,1576.6538433333335
2015-12-22,473.313,12,22,1,52,0,3257.7599999999998,5494.796,0.0,614.499,2691.347999999999,1564.79335
2015-12-23,194.32,12,23,2,52,0,473.313,4.98,707.824,3450.1879999999996,1973.9932857142853,1560.08715
2015-12-24,7484.566000000001,12,24,3,52,0,194.32,1918.492,2390.758,1218.7640000000001,2001.0418571428565,1451.5582166666668
2015-12-25,4204.968,12,25,4,52,0,7484.566000000001,935.288,1127.992,13.12,2796.1952857142855,1660.4182833333332
2015-12-26,561.486,12,26,5,52,1,4204.968,6120.656,1448.854,1484.0819999999999,3263.292428571428,1800.1465500000002
2015-12-27,5148.4472,12,27,6,52,1,561.486,1107.464,1023.386,3109.7835,2469.1252857142854,1769.39335
2015-12-28,79.2,12,28,0,53,0,5148.4472,3257.7599999999998,858.304,1864.482,3046.4085999999993,1837.3488066666666
2015-12-29,6.36,12,29,1,53,0,79.2,473.313,5494.796,2760.168,2592.3286,1777.8394066666667
2015-12-30,3251.34,12,30,2,53,0,6.36,194.32,4.98,1798.397,2525.6210285714283,1686.0458066666665
2015-12-31,1381.344,12,31,3,53,0,3251.34,7484.566000000001,1918.492,854.614,2962.338171428571,1734.47724
2016-01-01,0.0,1,1,4,53,0,1381.344,4204.968,935.288,0.0,2090.4493142857136,1752.0349066666668
2016-01-02,161.97,1,2,5,53,1,0.0,561.486,6120.656,51.016000000000005,1489.7395999999992,1752.0349066666668
2016-01-03,6285.8060000000005,1,3,6,53,1,161.97,5148.4472,1107.464,40.74,1432.6658857142852,1755.7333733333332
2016-01-04,2161.48,1,4,0,1,0,6285.8060000000005,79.2,3257.7599999999998,1060.35,1595.145714285714,1963.9022400000001
2016-01-05,517.866,1,5,1,1,0,2161.48,6.36,473.313,174.476,1892.6142857142852,2000.6065733333335
2016-01-06,0.0,1,6,2,1,0,517.866,3251.34,194.32,2052.567,1965.686571428571,2012.0529066666668
2016-01-07,1724.376,1,7,3,1,0,0.0,1381.344,7484.566000000001,0.0,1501.2094285714281,1943.6340066666667
2016-01-08,1124.6480000000001,1,8,4,1,0,1724.376,0.0,4204.968,707.824,1550.2139999999995,2001.1132066666664
2016-01-09,5766.152,1,9,5,1,1,1124.6480000000001,161.97,561.486,2390.758,1710.8779999999995,2015.0073399999999
2016-01-10,781.4140000000001,1,10,6,1,1,5766.152,6285.8060000000005,5148.4472,1127.992,2511.4754285714284,2127.5204733333335
2016-01-11,453.37399999999997,1,11,0,2,0,781.4140000000001,2161.48,79.2,1448.854,1725.1337142857137,2115.967873333333
2016-01-12,7365.455,1,12,1,2,0,453.37399999999997,517.866,6.36,1023.386,1481.118571428571,2082.7852066666665
